"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q60","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81"
"2619",4,4,5,3,5,1,5,5,5,1,1,5,5,4,5,3,1,5,5,5,3,5,5,5,5,3,3,5,5,2,4,3,5,5,5,5,5,1,5,3,5,4,3,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620",5,3,5,2,5,5,5,5,5,3,3,5,1,2,4,3,2,5,1,4,3,5,5,4,5,4,2,4,2,2,2,5,5,2,3,4,5,5,4,4,1,1,4,3,2,5,4,5,2,4,2,2,5,5,4,4,5,4,3
"2621",1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,3,3,2,1,3,3,1
"2622",4,1,2,1,3,1,2,1,5,4,1,3,5,3,1,4,2,3,4,4,3,4,4,5,3,3,3,3,5,2,2,1,3,1,4,3,4,1,3,3,3,4,2,3,1,3,2,5,1,5,2,3,5,3,5,3,1,5,1
"2623",3,1,1,2,5,3,3,5,5,2,5,4,1,3,2,3,4,1,2,5,4,2,5,3,5,3,1,4,5,1,2,5,4,5,3,5,4,3,5,2,3,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2624",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,3,3,5,5,3,5,5,5
"2625",4,1,3,1,3,1,1,3,4,3,2,3,1,3,1,2,1,3,3,4,3,3,4,4,3,2,1,3,2,2,2,3,2,1,2,3,1,3,2,2,1,3,1,1,1,3,1,3,3,2,1,1,2,4,3,4,4,1,1
"2626",4,3,5,2,4,3,3,3,5,4,4,4,3,3,3,3,3,1,4,3,4,4,4,1,3,4,3,3,4,4,3,3,1,2,4,3,3,2,3,4,1,4,3,4,5,4,1,3,1,3,1,1,2,4,4,3,5,3,2
"2627",5,5,5,5,5,5,5,5,5,3,4,5,5,3,5,3,5,3,1,5,5,3,5,5,4,5,4,4,5,1,3,5,4,3,5,5,5,3,3,3,2,3,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628",2,2,3,3,4,5,3,4,4,4,2,4,2,4,3,3,2,3,2,5,4,3,4,5,3,3,4,3,5,3,5,4,2,3,3,5,4,3,3,5,3,2,4,3,1,5,3,3,4,4,1,4,3,4,4,3,3,3,2
"2629",1,1,1,2,1,1,1,1,3,1,1,3,1,1,1,1,3,3,1,3,3,3,3,3,2,2,1,2,2,1,1,3,1,2,2,3,2,2,2,2,1,3,2,1,1,2,3,4,3,4,3,3,4,4,3,3,3,4,2
"2630",1,1,1,1,3,2,1,1,2,1,1,3,2,2,3,1,1,1,3,3,1,4,3,4,1,2,1,3,2,1,1,1,2,1,3,3,1,1,1,3,2,3,3,2,1,3,1,5,1,3,1,3,3,3,1,4,3,3,1
"2631",2,1,1,4,1,2,1,3,2,1,1,1,1,1,2,1,3,2,1,1,1,3,2,3,3,3,3,3,1,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,3,3,2,3,2,3,2,3,2,1,3,3,2,4,1
"2632",1,1,1,2,2,1,3,3,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1
"2633",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1
"2634",3,1,4,1,4,5,4,5,5,3,1,4,1,1,4,4,3,3,4,5,5,5,5,5,4,4,3,4,5,3,1,4,1,3,2,5,4,3,5,2,1,3,3,1,1,5,5,5,3,5,1,5,4,4,5,4,4,4,1
"2635",5,1,5,5,4,4,4,5,5,4,3,2,2,2,5,4,5,4,2,5,4,4,5,4,3,5,4,4,2,2,1,3,4,5,3,5,3,3,3,4,1,1,2,1,3,5,4,2,1,3,1,4,5,2,5,2,1,5,5
"2636",5,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4
"2637",4,3,4,5,4,5,3,5,5,2,3,5,3,5,5,1,4,5,1,5,5,5,5,5,5,3,4,5,5,1,5,5,4,5,3,5,5,3,4,5,3,3,3,2,5,5,1,3,1,5,1,3,5,5,5,3,1,4,3
"2638",4,4,4,5,5,5,2,3,5,2,4,5,4,4,4,4,5,4,4,5,4,4,4,5,4,5,4,4,4,2,4,5,2,5,5,5,5,4,3,5,4,4,4,4,4,5,5,2,1,4,1,3,4,4,4,4,2,5,3
"2639",1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"2640",3,3,4,4,4,3,3,5,5,2,2,4,1,2,4,1,5,4,5,5,3,4,4,4,5,3,2,4,5,1,3,1,4,3,5,4,4,5,4,3,1,4,3,4,5,3,5,5,3,5,3,5,3,5,4,5,4,4,5
"2641",4,4,3,3,4,4,5,5,5,4,3,5,3,4,3,2,3,4,2,4,4,4,5,5,5,4,4,4,4,2,4,5,3,4,4,5,3,4,4,4,1,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4
"2642",1,1,2,2,4,2,1,1,3,3,1,3,1,3,2,1,1,4,1,4,4,4,4,2,1,2,2,4,4,1,2,3,3,2,1,4,3,3,4,3,1,3,2,3,2,4,3,3,3,3,3,2,3,2,4,4,4,3,1
"2643",5,2,4,1,3,3,4,4,5,2,2,4,1,3,3,1,1,4,3,3,5,5,2,2,3,2,2,4,3,2,3,5,4,3,2,3,3,1,3,4,1,2,2,3,2,5,2,2,3,3,2,2,3,1,3,2,3,3,1
"2644",3,4,4,4,5,4,4,5,5,4,4,5,3,4,3,4,3,5,3,4,5,4,4,5,4,4,4,4,2,4,3,5,4,3,4,4,5,3,4,4,4,3,4,4,4,5,4,4,3,4,3,4,3,4,4,4,5,3,1
"2645",1,1,2,2,4,1,4,2,4,1,3,3,1,1,2,1,1,4,1,3,1,3,4,3,3,2,3,3,2,1,1,1,3,2,1,4,4,3,1,1,1,1,2,1,1,3,2,5,3,2,2,3,1,5,2,4,3,3,1
"2646",4,1,2,3,2,3,4,1,4,1,2,3,2,1,2,1,3,3,3,3,2,2,3,4,2,1,2,2,4,1,1,4,1,2,3,2,2,2,3,3,1,1,2,2,3,3,4,4,2,4,1,3,3,3,3,3,3,4,2
"2647",1,1,2,1,3,2,1,3,1,3,1,2,1,1,1,1,1,1,2,1,2,1,3,4,2,2,3,2,1,2,1,1,4,2,1,3,2,4,3,1,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648",3,4,4,4,4,4,3,2,5,3,1,4,5,4,1,4,4,4,4,5,4,5,5,5,3,4,3,5,4,1,3,4,4,4,4,4,4,5,4,4,4,3,2,4,3,4,3,1,2,5,2,4,4,4,5,5,2,4,3
"2649",3,1,2,1,4,2,2,1,1,1,1,4,2,4,1,1,2,3,1,3,3,3,3,2,1,3,1,1,2,1,3,5,1,3,1,1,4,2,1,3,1,1,3,1,2,4,2,1,3,3,1,2,3,2,3,3,4,3,1
"2650",5,4,4,3,4,3,5,5,5,2,3,4,3,4,4,2,2,4,1,5,3,5,4,5,4,2,1,4,1,1,3,5,3,3,2,5,3,1,5,3,3,1,2,4,1,4,2,4,3,2,3,4,3,4,4,5,2,3,1
"2651",1,3,5,4,3,3,1,5,5,1,2,5,1,2,3,1,4,4,3,3,3,4,5,5,5,4,3,5,3,1,2,1,3,5,3,3,4,3,4,4,1,3,4,3,5,5,3,4,3,3,3,3,4,4,3,3,3,3,3
"2652",1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1
"2653",3,2,4,3,4,3,5,5,5,3,3,4,1,2,3,2,3,4,2,5,5,4,4,2,5,3,4,3,5,1,3,1,4,4,4,4,4,3,4,4,1,5,3,2,4,3,3,4,2,5,2,5,5,5,5,4,2,5,5
"2654",4,1,4,1,3,4,3,3,4,2,3,5,1,3,2,3,1,2,4,3,3,4,3,4,1,4,2,3,2,2,1,4,2,3,3,3,3,1,4,4,3,1,3,3,1,5,1,4,1,3,1,3,3,5,4,3,2,3,1
"2655",2,1,1,3,2,1,2,1,1,2,1,2,1,3,2,1,3,3,1,1,3,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,3,1,1,2,2,2,2,3,2,2,3,2,1,4,2,3,2,2,3,3
"2656",4,1,4,3,3,1,1,1,4,1,1,4,4,3,4,4,2,3,4,5,2,1,4,3,3,3,2,4,2,1,2,4,2,1,4,5,3,3,2,2,4,2,1,4,1,4,3,3,4,2,3,1,3,4,4,2,4,4,1
"2657",2,1,1,1,2,3,2,4,2,1,1,2,2,2,1,1,2,3,1,3,2,3,2,2,2,2,1,2,1,1,2,3,2,1,1,2,2,1,1,1,2,1,1,2,2,3,1,3,2,3,1,3,2,1,2,3,2,3,1
"2658",5,1,4,5,5,2,4,1,5,4,5,5,2,5,1,3,5,5,5,3,4,5,5,5,3,4,2,5,5,1,5,5,1,4,2,4,5,1,4,4,1,5,5,5,5,5,4,5,5,5,4,5,1,5,4,5,5,5,2
"2659",5,4,4,4,5,3,5,5,5,5,4,5,4,4,5,4,4,4,4,5,5,4,5,5,5,5,5,3,3,2,3,5,4,4,3,4,5,5,3,4,5,4,5,5,5,5,5,2,5,5,5,4,3,5,4,4,5,5,2
"2660",3,2,1,4,2,1,1,1,1,1,1,4,2,4,4,1,3,2,1,4,1,4,2,2,1,3,1,2,1,1,4,3,1,4,1,2,2,2,1,1,2,1,2,2,3,2,3,2,1,4,1,3,4,4,4,3,1,3,2
"2661",2,1,3,1,2,1,2,1,4,1,2,2,1,2,1,1,1,1,1,3,4,2,2,2,3,2,1,2,3,1,1,2,3,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"2662",4,3,5,4,3,4,3,5,4,2,4,4,3,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,1,3,4,3,3,4,4,4,4,4,3,5,3,4,5,5,5,3,4,4,3,4,4,3,5,5,4,4,3,2
"2663",2,3,2,2,4,2,4,1,5,2,3,4,1,1,5,1,3,3,1,4,1,4,3,1,1,2,1,3,2,1,1,4,1,1,1,5,3,1,2,1,1,1,3,1,1,5,1,3,1,4,1,1,3,3,4,2,1,4,1
"2664",5,5,4,5,5,4,5,5,5,1,5,5,5,4,1,4,4,5,5,5,5,5,5,5,5,3,3,5,5,1,4,5,4,5,4,5,4,4,5,4,1,3,4,4,3,5,4,2,2,5,1,4,5,5,5,5,5,5,3
"2665",3,1,1,2,1,3,2,1,4,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,3,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,1,3,2,2,1,1,2,1,1,2,1,2,1
"2666",3,1,2,1,2,3,1,4,5,2,1,4,2,2,1,1,1,3,2,4,4,2,2,3,3,3,2,2,1,1,3,5,3,4,3,2,2,2,1,3,1,3,2,3,2,4,1,2,2,3,1,2,1,1,4,3,2,3,1
"2667",4,3,3,2,1,2,5,1,5,2,3,3,2,2,1,1,1,3,3,2,2,2,3,4,5,2,2,4,1,1,1,4,5,2,4,2,3,3,3,2,2,1,2,3,2,4,1,2,1,1,1,1,1,2,1,1,1,1,1
"2668",3,1,2,5,1,1,2,1,4,2,1,3,3,4,3,5,4,5,5,5,4,4,5,4,3,4,2,3,4,1,4,3,1,4,5,5,4,5,4,4,1,3,1,5,3,4,4,3,3,5,1,4,3,4,4,5,3,4,3
"2669",1,1,1,5,2,3,2,3,4,1,2,3,1,2,1,2,2,2,1,3,3,5,3,2,1,4,3,4,4,2,2,3,1,5,2,1,5,3,1,1,1,2,3,2,2,4,4,2,3,5,3,4,1,4,4,5,3,2,1
"2670",4,3,5,5,5,4,4,1,5,1,3,5,3,3,4,2,5,4,4,5,2,5,5,5,1,3,2,5,3,1,3,5,3,4,3,5,5,4,2,1,2,3,5,3,4,5,4,4,3,4,1,3,4,4,4,3,2,5,1
"2671",1,1,4,1,1,2,1,3,5,1,1,4,4,4,1,1,4,4,2,3,1,2,2,5,2,2,2,5,3,1,1,4,5,5,2,4,3,1,3,1,3,1,3,4,1,5,2,3,3,4,2,3,5,5,5,3,3,5,1
"2672",2,1,3,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,2,1,2,2,2,5,1,3,2,1,5,1,3,1,1,2,2,1,2,2,3,1,1,1,2,1,2,3,1,2,1,3,1,2,2,3,5,2,1,2,5
"2673",5,1,3,2,5,3,5,3,2,3,2,4,3,2,4,1,1,4,5,4,3,5,4,3,4,4,2,4,2,2,5,4,3,1,5,4,1,3,3,4,2,4,4,4,4,5,2,3,3,3,3,3,3,2,4,3,2,3,1
"2674",3,1,4,1,4,4,3,3,5,3,3,5,1,5,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,3,1,1,4,1,4,5,4,4,3,3,1,4,2,2,4,4,2,4,1,5,1,4,4,5,4,4,1,5,3
"2675",3,1,2,2,1,1,3,1,5,3,3,4,4,2,4,1,1,4,4,3,4,1,4,5,5,1,2,2,5,1,2,1,4,1,2,2,4,3,3,2,1,3,2,2,1,1,3,4,4,2,4,4,5,2,4,4,3,4,2
"2676",5,5,4,4,5,4,4,3,5,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,5,3,4,4,5,4,4,5,5,4,4,5,5,5,5,4,4,3,4,5,3,5,5,5,5,5,5,3,3,5,4,4,5,5,3
"2677",3,1,1,1,3,2,1,1,1,1,3,3,1,1,2,1,1,4,1,5,2,3,3,4,1,1,1,1,3,1,1,1,4,1,2,4,3,3,1,1,1,1,1,2,1,4,3,4,4,5,2,2,3,3,4,3,2,3,2
"2678",1,1,3,1,1,1,4,4,3,2,1,4,2,2,2,1,1,2,5,4,1,2,2,1,2,3,1,2,4,2,3,3,4,1,3,4,4,1,1,3,1,2,2,4,1,4,1,4,3,4,1,1,5,4,2,3,1,4,1
"2679",4,3,3,3,3,3,5,5,5,2,3,5,1,3,3,3,1,4,1,4,4,4,4,4,3,2,3,5,3,1,4,5,4,3,1,4,4,3,3,3,3,3,2,4,3,5,4,4,3,4,2,3,5,2,4,4,3,4,2
"2680",5,4,5,2,5,4,5,4,4,3,2,4,4,4,4,2,2,4,4,5,5,5,4,4,4,4,4,4,5,3,3,4,2,4,5,5,4,3,4,4,3,5,4,5,4,5,4,3,3,3,3,5,3,5,5,5,3,4,3
"2681",2,2,3,3,3,3,4,3,5,2,3,4,4,3,4,3,4,4,4,4,3,3,4,4,3,4,2,3,3,2,3,3,4,3,3,3,3,4,3,4,2,3,3,3,4,4,4,3,3,5,1,3,3,4,3,3,3,3,4
"2682",5,1,4,1,1,2,2,4,3,2,1,2,1,2,2,2,1,3,1,1,4,2,1,3,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,1,NA,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",4,3,4,4,4,3,3,4,3,3,3,5,4,3,3,5,3,5,5,4,4,4,4,5,3,3,3,4,5,3,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,5,4,5,4,5,3,3,3,5,4,4,4,4,3
"2684",2,1,1,1,1,1,2,4,3,1,2,3,1,2,2,1,2,5,1,2,3,3,3,5,3,1,2,1,1,1,2,1,4,1,1,2,3,2,2,1,1,2,3,1,3,2,2,5,1,5,1,3,4,3,3,4,3,4,3
"2685",5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,5,5,4,4,2,5,5,3,4,4,4
"2686",1,3,2,2,3,5,1,4,4,1,2,2,2,1,3,1,3,1,2,4,3,3,5,5,3,1,1,3,3,1,1,1,3,4,3,5,3,1,5,1,1,1,1,2,2,5,1,4,1,2,3,5,5,5,5,4,3,4,1
"2687",5,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,3,3,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,3,2,1,2,2,1,2,2,2,2,4,4,4,5,1,2,1,5,4,4,4,2,2
"2688",1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
"2689",4,2,4,1,3,4,5,4,5,2,3,2,3,2,3,4,1,3,3,4,5,5,4,5,5,4,4,5,5,3,3,4,4,3,3,4,4,3,5,4,4,4,3,4,2,5,3,3,3,3,3,2,4,4,3,3,3,2,4
"2690",2,3,3,2,3,3,1,2,3,3,3,3,3,2,3,3,2,3,4,5,3,3,3,3,3,3,2,3,2,3,2,4,1,3,3,4,3,1,2,2,2,3,3,3,2,5,2,3,3,3,2,2,4,3,3,3,3,3,2
"2691",5,5,4,4,4,5,3,4,5,5,4,5,5,5,5,5,4,3,3,5,5,4,5,5,4,3,3,5,3,2,4,4,5,4,3,5,5,5,4,5,1,2,5,3,1,5,4,3,3,5,2,3,3,5,4,4,4,4,3
"2692",2,1,1,1,2,2,2,1,3,2,1,2,2,1,2,1,1,2,2,1,3,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,3,1,1,3,1
"2693",1,2,1,3,3,3,2,3,4,1,2,4,1,3,2,3,1,3,2,5,4,1,4,4,1,1,1,2,5,1,2,3,2,2,2,4,2,1,4,1,1,2,2,1,3,3,2,4,2,4,2,3,3,4,4,4,2,3,2
"2694",2,1,3,4,1,3,1,1,5,1,1,2,1,1,3,1,1,3,1,1,4,1,2,1,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,2,4,2,5,1,1,2,5,3,2,2,4,2
"2695",3,2,2,1,3,2,2,2,4,2,1,3,1,2,1,1,1,2,1,1,2,3,1,2,1,3,2,2,3,1,2,3,2,3,1,2,3,1,1,3,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696",1,1,1,1,1,1,1,1,4,1,1,2,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,3,1,1,2,3,1,2,1,1,1,1,1,1,3,1,2,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3
"2697",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,4,1,1,3,1,3,2,1,4,1
"2698",3,1,4,4,4,1,3,4,4,1,2,4,4,4,4,1,4,4,4,2,1,3,4,3,1,1,2,3,3,1,4,4,1,4,4,2,4,4,2,4,2,4,4,4,1,2,3,4,4,4,4,4,4,4,3,4,4,4,2
"2699",2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,1,1,2,1,2,NA,1,2,1,1,2,1
"2700",1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,3,2,1,2,2,2,1,2,1,1,1,1,1,2,3,3,2,2,1,1,2,1,1,1,1,1,1,1,3,1,2,2,2,2,1,1,1,2,2,2,2,1
"2701",5,2,5,5,5,5,5,5,5,4,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,3,5,5,4,5,5,5,5,5,3,1,5,5,5,3,5,5,5,1,5,1,5,5,5,5,5,1,5,2
"2702",1,1,4,4,3,1,4,1,3,1,1,5,3,5,3,1,4,5,1,4,3,2,4,1,2,3,1,5,1,1,4,5,1,2,1,1,5,4,1,3,1,1,4,1,1,3,1,4,2,4,1,3,4,5,5,1,4,3,1
"2703",4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2704",3,3,2,3,3,4,4,4,5,1,2,4,1,2,4,3,3,3,3,4,3,4,5,5,5,4,4,5,5,1,2,1,5,3,2,3,4,4,3,2,4,3,2,3,3,5,4,3,4,5,4,5,3,5,4,5,5,5,4
"2705",5,5,5,4,5,4,5,5,5,3,5,5,1,2,4,1,3,4,1,5,5,4,5,5,5,4,5,5,5,1,2,1,5,2,2,5,4,2,4,5,1,1,4,2,5,3,4,4,4,5,1,4,4,5,5,4,5,4,4
"2706",5,5,5,5,5,3,5,5,5,2,3,5,5,4,2,4,4,5,5,5,4,5,5,5,5,5,4,5,4,1,3,3,5,4,5,4,5,5,4,4,4,4,4,4,5,1,3,4,5,4,5,4,4,5,5,5,5,5,2
"2707",5,3,4,4,4,4,2,5,5,4,4,5,1,1,4,3,4,5,1,4,5,5,5,5,5,2,4,5,1,3,2,5,4,3,5,3,4,5,3,1,1,1,4,1,2,5,1,5,5,5,5,3,4,5,3,5,5,4,1
"2708",2,2,5,4,4,4,4,5,5,2,4,4,3,3,3,3,2,3,3,4,4,4,4,4,4,4,1,4,3,3,4,4,4,3,4,3,5,4,4,4,1,2,3,4,1,5,4,3,2,5,2,4,2,5,4,4,5,4,3
"2709",5,5,5,1,5,5,5,5,1,3,3,5,5,5,5,1,3,5,5,3,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,5,5,1,5,5,5,3,5,3,1,1,5,1,1,1,1,5,1,5,3,4
"2710",4,1,4,3,4,4,5,5,5,3,3,5,3,4,3,1,3,5,3,3,4,4,5,4,4,2,3,2,2,1,3,1,4,3,3,3,3,3,2,3,1,3,2,3,4,5,3,3,2,4,3,4,4,4,3,3,3,4,3
"2711",4,2,5,5,4,4,3,5,4,2,2,4,3,4,4,3,5,3,1,4,3,3,5,4,4,4,3,4,4,3,4,5,4,4,2,4,5,3,2,3,4,2,3,3,5,5,2,3,3,5,3,2,3,5,4,5,5,4,3
"2712",1,1,1,2,3,1,1,1,4,1,1,2,1,1,1,4,1,3,1,5,2,3,4,2,1,1,1,1,1,1,2,3,2,2,2,5,2,3,3,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",4,3,4,5,4,4,4,5,3,2,3,5,4,4,3,4,4,4,4,4,4,4,4,5,4,3,3,4,3,1,4,5,4,5,4,5,4,5,4,4,1,3,4,3,4,5,5,4,5,5,3,5,4,5,5,5,5,5,5
"2714",3,2,3,1,4,3,1,1,3,4,2,3,3,3,3,3,3,3,1,5,1,3,4,4,1,4,1,3,5,3,3,5,1,1,4,4,3,2,3,3,1,3,4,4,2,5,2,4,2,3,1,1,4,4,4,1,2,5,1
"2715",4,1,4,1,5,3,4,5,4,1,3,4,4,3,4,3,2,4,4,5,4,3,4,4,3,3,4,4,1,1,1,1,5,3,4,4,5,3,3,4,1,3,4,3,3,5,2,3,1,3,1,3,3,4,3,3,1,3,2
"2716",4,3,5,5,5,3,4,4,4,3,3,4,5,5,5,4,3,5,5,5,4,4,4,4,3,4,3,4,5,3,4,5,5,4,5,5,4,4,5,4,1,5,4,4,5,5,5,4,3,5,4,5,5,5,5,5,4,5,4
"2717",4,2,4,4,3,4,3,4,4,3,3,3,3,4,4,4,3,4,3,4,3,4,4,4,2,4,2,4,2,2,3,4,4,4,3,4,3,4,3,3,1,2,3,3,3,4,4,3,3,4,3,4,4,3,3,4,4,4,3
"2718",3,1,NA,3,NA,3,NA,3,5,3,2,NA,NA,NA,NA,NA,1,1,3,4,3,5,5,5,1,3,NA,3,5,3,NA,3,3,NA,5,NA,NA,5,3,NA,1,5,2,5,1,4,4,NA,NA,4,NA,3,4,NA,4,4,4,NA,3
"2719",1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,2,1,1,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,4,1,1,1,1,1,2,2,1,1,1,1
"2720",5,4,3,2,4,3,5,5,5,4,4,5,3,2,4,5,2,5,4,4,4,4,5,5,5,3,3,4,5,1,2,4,1,4,4,4,3,4,5,3,1,3,3,3,3,5,3,3,3,5,2,4,3,3,4,4,5,4,4
"2721",3,1,2,1,2,1,3,3,4,1,1,2,3,2,3,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,3,2,1,2,2,1,1,1,1,1,4,1,1,1,3,2,2,1,2,1,1,3,2,4,2,1,2,1
"2722",5,3,3,3,3,3,3,4,3,1,3,3,1,3,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,1,3,1,3,3,1,3,1,1,3,3,3,1,1,1,1,4,3,1,1,3,1,1,1,1,3,1,3,3,1
"2723",5,3,4,3,1,4,5,5,5,3,2,2,3,3,3,1,1,2,1,1,3,1,5,5,2,1,1,4,3,2,1,2,4,3,1,1,3,5,1,3,1,1,2,3,3,5,3,5,5,4,5,5,3,5,5,5,5,5,2
"2724",1,1,1,4,5,1,1,1,1,1,1,4,1,1,4,3,3,4,1,5,3,1,4,3,1,4,2,4,1,1,1,1,2,4,1,5,3,4,1,1,1,1,1,3,1,5,3,3,4,3,1,4,4,5,5,4,5,3,3
"2725",5,3,5,4,4,4,5,5,5,4,4,4,2,3,5,2,4,4,3,5,5,5,5,5,3,4,4,4,4,2,4,3,5,4,3,5,5,5,3,3,4,4,4,3,3,5,3,5,4,5,2,5,4,5,5,5,4,4,3
"2726",5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,2,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,1,4,4,4,5,5,4,5,5,5,5,4,3,5,5,5,5,5,4
"2727",5,3,5,3,5,1,3,5,5,2,2,5,1,3,3,4,1,5,2,5,4,5,4,3,5,4,3,5,3,2,3,4,5,3,3,4,4,2,3,2,1,3,4,3,2,4,3,4,4,4,2,4,4,4,3,4,4,4,2
"2728",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1
"2729",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1
